"gene.symbol","A1","A2","N1","N2","OPC1","OPC2","GC1","GC2","MOG1","MOG2","MGL1","MGL2","Endo1","Endo2","WB1","WB2","WB3"
"Clec4a4",0.1,0.1,0.1,0.1,0.1,0.176291,0.1,0.1,0.1,0.1,0.377497,0.350961,0.1,0.1,0.1,0.1,0.1
"Clec4b1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.204878,0.270616,0.1,0.1,0.1,0.1,0.1
"Clec4b2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clec4d",0.1,0.1,0.1,0.1,0.163074,0.205213,0.1,0.1,0.1,0.1,1.543812,1.159838,0.1,0.1,0.133601,0.134873,0.1
"Clec4e",0.1,0.1,0.1,0.1,0.256156,0.1,0.1,0.1,0.1,0.1,0.69307,0.167511,0.1,0.1,0.1,0.1,0.1
"Clec4f",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clec4g",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clec4n",0.145996,0.1,0.1,0.177214,0.676001,0.389203,0.1,0.1,0.1,0.141501,16.437934,11.057916,0.1,0.1,0.723331,0.520097,0.36291
"Clec5a",0.1,0.1,0.1,0.1,1.122631,0.394867,0.1,0.1,0.140979,0.1,4.468092,2.497197,0.1,0.1,0.649932,0.678009,0.659224
"Clec7a",0.1,0.1,0.1,0.1,0.282398,0.1,0.1,0.1,0.1,0.1,1.720621,0.784792,0.124934,0.119056,0.229917,0.172399,0.162448
"Clec9a",0.1,0.1,0.1,0.1,0.162764,0.109357,0.1,0.1,0.1,0.1,0.1,0.1,1.30305,1.628501,0.28399,0.261873,0.390182
"Clgn",0.1,0.1,4.672951,6.119272,5.457204,4.987691,3.157015,1.788144,1.254869,1.404531,1.079179,1.042836,0.1,0.1,1.944016,1.506941,1.492857
"Clic1",11.782025,18.640067,12.461982,16.419518,18.176076,16.936212,2.3682,3.092604,1.404266,2.849298,242.836909,278.536066,234.340634,263.166515,29.3155,28.070197,33.075127
"Clic3",0.382549,0.115227,0.505051,0.337298,0.1,0.446222,0.309558,0.1,0.516199,0.317534,0.1,0.228809,0.268599,0.148663,0.370559,0.164405,0.172748
"Clic4",39.350152,40.053099,12.220404,14.414215,15.604966,14.536093,97.864534,64.289338,134.769684,121.372986,71.905543,58.264024,118.974905,108.227616,33.611114,32.483491,27.558943
"Clic5",0.204019,0.1,0.249352,0.164186,0.120526,0.1,0.1,0.1,0.1,0.1,0.1,0.231622,12.486313,12.028806,1.550374,1.838943,1.632555
"Clic6",0.1,0.1,0.1,0.106494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.665886,1.568192,0.24066,0.327069,0.339174
"Clint1",11.199406,11.652791,8.736047,11.879246,18.049144,17.653235,13.971082,13.562052,6.816085,6.732232,30.970542,19.775008,45.090128,44.462912,15.649551,14.428609,14.496463
"Clip1",9.423116,8.742455,6.736454,17.577598,4.578132,2.207873,3.00162,1.771246,0.947183,1.491645,15.439541,10.34248,18.097219,17.141119,8.883021,8.916374,9.544591
"Clip2",14.593203,17.66041,31.375408,38.278594,26.650627,42.138271,25.318852,35.852439,26.552146,27.601353,24.185948,31.338953,4.708704,4.908481,21.563858,21.621715,21.395911
"Clip3",28.646394,29.331151,126.440915,130.372584,56.381555,71.647265,140.254159,170.309539,122.932225,123.168158,3.846983,5.751454,1.091319,1.082493,74.106358,76.572686,65.756311
"Clip4",5.572976,6.731625,6.2968,7.28924,7.639591,7.815227,3.121784,3.522093,0.469204,0.773461,0.32095,0.51408,0.1,0.1,5.779542,4.961447,4.867665
"Clk1",151.902024,126.066662,46.265953,69.076662,76.67009,28.074489,45.093765,17.461391,8.860376,9.399749,23.441351,12.788649,125.795411,130.402232,60.167102,46.637186,59.125973
"Clk2",33.215503,28.859342,9.795659,9.900453,15.827559,11.160546,10.190049,10.083436,4.146288,4.534457,9.718392,9.179402,10.365663,9.626802,12.401399,10.869663,13.25014
"Clk3",27.306263,21.490832,21.97224,21.101377,14.679364,17.388084,18.762619,21.632708,12.627386,13.694394,27.316357,23.939629,19.693247,20.268415,17.084189,14.735355,16.145937
"Clk4",61.473545,54.604718,15.389675,29.826528,42.638314,20.844864,36.784094,18.707376,8.933239,12.745134,13.299875,5.78733,23.562872,24.819104,22.988347,17.761696,22.608982
"Clmn",8.359154,2.85583,0.485642,0.508186,0.8543,0.356148,6.312821,2.523356,5.52482,5.835544,0.1,0.1,0.1,0.1,1.083668,1.454829,0.977124
"Cln3",9.527009,7.449444,3.564084,2.611528,10.693961,11.56591,9.205006,13.606639,6.5088,7.338458,37.09537,43.910372,3.044429,2.770605,5.247182,4.385631,5.008562
"Cln5",13.351221,11.680891,1.715762,1.478573,10.41939,11.017538,14.875649,14.895702,8.689686,10.244064,40.302101,35.145737,13.195116,14.831412,6.817193,6.332814,6.257493
"Cln6",7.859473,6.346555,3.026419,3.353081,7.650772,8.933205,3.050657,4.7549,1.866664,1.69486,10.992812,11.838109,1.883078,2.038474,4.093172,4.105451,4.006186
"Cln8",4.331005,4.132616,5.334115,4.318211,10.367966,12.116788,15.96751,23.232192,15.87767,18.604049,86.797702,76.847735,2.124311,2.521107,5.261007,5.157796,4.604986
"Clnk",0.1,0.1,0.1,0.103083,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clns1a",7.597777,7.81388,13.269845,15.935803,15.617243,20.23294,16.645126,22.986084,13.932552,15.08578,8.92463,9.551397,11.804125,13.977437,10.424632,10.089385,11.791933
"Clock",12.337524,15.498384,3.856613,6.93439,10.075908,5.829561,7.400928,4.040479,1.448652,1.911725,2.27824,1.413586,9.582808,9.956075,7.200111,6.500271,6.753688
"Clp1",5.01318,4.321373,2.423401,2.820548,3.009931,5.296969,2.634066,3.315475,1.027739,2.564007,6.038374,4.208234,7.6443,8.966083,4.199847,2.663613,2.415941
"Clpb",4.904052,4.718266,3.56651,4.962435,6.287661,10.896019,6.064437,6.894367,4.99521,5.660265,3.983762,5.935147,6.49757,6.742122,6.98678,7.197479,6.416535
"Clpp",11.371108,11.359912,17.140952,15.48748,16.13036,28.363149,15.913577,24.835646,16.647332,18.225462,11.367644,13.853765,12.353154,14.971341,16.301822,14.262913,14.194517
"Clps",0.1,0.1,0.1,0.1,0.1,0.300812,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clptm1",48.656757,41.028891,31.424583,28.199323,42.307194,70.558388,47.80075,73.712053,43.802588,45.664558,59.470642,87.404441,54.062902,57.559795,31.679662,28.928989,32.385269
"Clptm1l",29.064182,27.223949,28.774171,25.922926,51.733239,74.029505,46.02946,67.879291,33.669367,39.460312,63.102586,69.184464,35.676885,40.126754,35.551727,32.070088,36.990155
"Clpx",12.714652,10.890955,5.243264,7.477882,11.403602,10.917933,9.15937,7.973518,2.919131,3.199341,4.285705,2.821923,11.774775,13.520025,6.963845,7.151017,8.295379
"Clrn1",0.1,0.1,0.468089,0.806685,0.1,0.1,0.1,0.1,0.241521,0.233805,0.1,0.1,0.1,0.139206,0.164822,0.108975,0.112064
"Clrn2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clrn3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clspn",0.86682,1.231219,0.12083,0.161759,1.503566,0.932391,0.166515,0.1,0.1,0.1,0.109078,0.1,0.673818,0.450382,1.083437,1.120413,1.364352
"Clstn1",60.93647,64.543492,217.994212,211.302367,91.209571,135.207245,47.229162,58.720758,36.480434,42.911288,36.627384,50.583033,17.624566,16.200702,95.038046,90.598077,99.286556
"Clstn2",0.1,0.165568,42.466868,84.542357,1.727933,2.083416,0.388637,0.551771,0.1,0.379341,0.1,0.258432,0.274396,0.394646,7.465616,6.958719,7.939333
"Clstn3",0.269808,0.663691,70.882279,56.312054,26.972245,39.008487,5.204027,7.350329,1.012767,3.85101,1.17604,2.487359,0.444472,0.408033,43.406297,39.197187,47.204284
"Clta",32.663364,35.928412,124.266924,123.524048,67.072812,94.615795,67.728588,89.370805,82.088188,78.306508,264.012562,285.816741,131.097083,149.815701,90.226718,90.528476,90.992861
"Cltb",12.934616,15.522057,50.304411,52.357552,33.821641,58.285494,38.531889,59.354725,50.678806,49.460705,34.856343,37.281145,47.102311,50.457451,39.789047,43.187929,38.904874
"Cltc",58.007403,60.82948,36.076226,79.634278,75.221424,54.0827,55.893521,44.116471,15.129118,24.201016,75.30219,41.968655,99.525756,90.342908,65.974516,59.906497,59.30848
"Clu",695.429078,481.7734,29.301074,43.065641,307.123635,240.606097,32.379072,52.071295,20.329737,82.440888,38.923973,52.256403,6.554849,6.047744,140.527671,153.903112,154.129597
"Cluap1",6.193333,5.874138,4.880976,10.633737,5.897049,6.721896,4.571818,3.607403,3.594216,3.573736,2.505438,3.439954,5.097048,4.944294,7.320401,7.205028,7.975653
"Clvs1",0.1,0.1,9.699922,11.455222,0.713323,0.622288,3.154358,1.919499,0.429368,0.694995,0.1,0.1,0.115197,0.1,5.054322,5.156876,5.263027
"Clvs2",0.1,0.1,8.583957,8.916275,4.237681,4.331884,0.67609,0.711162,0.1,0.259134,0.1,0.212741,0.1,0.1,4.015365,4.029192,4.037009
"Clybl",7.367043,6.967159,4.286468,4.627597,2.413726,2.716067,0.832188,1.035461,0.48208,1.056719,0.750273,0.587163,5.556912,7.560189,3.589508,3.474709,3.882118
"Cma1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.417019,0.173106,0.1,0.1,0.1,0.1,0.1
"Cma2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cmah",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.179158,0.1,0.1,0.1,0.1,0.1,0.1
"Cmas",6.977023,5.962356,26.781794,22.132108,10.315369,10.834086,6.222955,6.165591,5.707017,8.152263,24.276458,22.571159,19.274843,21.064802,21.733355,22.031399,22.039044
"Cmbl",4.138959,2.28796,1.13655,0.530939,3.740458,3.882573,0.706869,0.945362,0.236242,0.92362,0.321634,0.251476,0.883424,1.234033,2.854617,3.026724,2.931354
"Cmc1",4.125605,3.170995,5.671202,6.55111,5.780569,7.36907,4.874077,4.654169,5.499985,4.891713,3.507047,4.367605,10.687422,10.562651,5.265278,5.985188,6.277622
"Cmklr1",0.142832,0.104353,3.788431,3.84532,3.029444,1.533616,0.152502,0.1,0.172023,0.212435,54.695824,58.856868,6.83851,7.41522,1.006588,1.439623,1.505377
"Cml1",17.485079,10.978196,1.426534,1.366797,9.655857,11.634638,3.337984,3.106411,4.716064,4.486928,1.000389,2.613702,6.060779,6.881859,3.515896,4.084298,3.93491
"Cml2",0.593928,0.415541,0.1,0.1,0.269842,0.183196,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.150665,0.133683,0.1,0.159593
"Cml3",2.083037,1.039827,0.1,0.1,0.71803,0.76185,0.128585,0.1,0.1,0.160521,0.1,0.1,0.1,0.1,0.324959,0.362033,0.208412
"Cml5",1.095677,0.809369,0.1,0.1,0.14931,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.111813,0.334919,0.116317
"Cmpk1",16.729614,19.043234,54.341433,40.598883,34.105999,33.053273,33.293314,25.447772,31.206692,26.408364,15.680778,12.774656,62.964544,68.360267,40.442372,41.677263,41.496409
"Cmpk2",2.65027,2.844259,3.341406,3.809069,5.180459,6.820451,1.631771,2.402203,0.23011,0.646515,0.117858,0.258821,1.627585,0.991757,4.368384,4.544038,4.211962
"Cmtm1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cmtm2a",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cmtm2b",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cmtm3",41.356857,28.149655,5.307284,7.871505,28.843218,35.575304,5.610395,8.615393,1.060576,2.331458,58.24698,53.371288,31.378413,36.458983,17.122916,17.853423,16.530959
"Cmtm4",12.280817,17.49665,6.472578,5.463483,31.173943,41.937819,10.899619,17.606295,0.926019,2.071051,5.828531,6.639953,4.025265,3.877142,14.951273,14.118217,12.085183
"Cmtm5",79.951753,64.445534,2.97601,5.499385,61.296278,71.727664,239.685049,257.190944,594.916396,538.467666,3.887108,7.320593,1.120628,0.732007,24.333854,25.353915,26.435127
"Cmtm6",12.590827,15.37887,4.24393,3.940354,42.159355,30.331047,14.766276,16.514513,5.346238,9.243566,269.464447,271.985923,69.942364,66.785687,19.48559,20.754703,21.427759
"Cmtm7",0.246363,0.159212,0.979535,1.227507,5.933989,4.387822,3.038445,2.394121,2.125321,1.853369,102.566442,150.993846,5.131699,5.411165,3.243766,3.536693,3.055765
"Cmtm8",0.153809,0.334051,0.401377,0.353444,0.596817,0.694721,0.1,0.1,0.119003,0.226918,6.382253,7.090103,25.791374,25.156241,1.327492,1.960305,2.423987
"Cmya5",1.124106,0.833196,0.1,0.1,0.173036,0.1,0.1,0.1,0.1,0.1,0.198975,0.111103,0.1,0.1,0.30141,0.29352,0.314675
"Cnbp",48.389639,63.32241,61.293466,80.076384,97.362609,104.481332,67.473487,66.800623,37.000387,44.438897,85.893827,63.67236,113.750132,123.286807,65.991539,62.719738,68.601053
"Cndp1",0.1,0.1,0.1,0.130968,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cndp2",14.090543,13.19036,12.145719,11.437127,22.291056,34.927431,17.71989,28.935466,15.03116,17.64534,145.899028,147.428148,20.399211,23.206826,18.016129,17.270295,19.720917
"Cnfn",0.1,0.1,0.291954,0.318316,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnga1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnga2",0.1,0.1,0.1,0.15521,0.1,0.1,0.1,0.1,0.1,0.1,0.180496,0.1,0.1,0.1,0.1,0.1,0.1
"Cnga3",0.1,0.1,0.371702,0.489253,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnga4",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11136
"Cngb1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.476318,0.466161,0.1,0.1,0.1
"Cngb3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnih",36.083532,34.801125,41.8997,42.547599,49.135903,63.701127,63.079301,63.991708,48.294087,55.711744,14.264611,13.075608,63.126001,68.092099,39.675879,38.058729,43.392162
"Cnih2",1.829523,5.041121,85.019655,82.867327,21.149461,45.834305,10.140811,16.162716,19.800263,32.355207,14.10729,19.658712,1.980715,1.377211,144.685394,170.250727,114.257881
"Cnih3",2.570094,2.274175,5.108068,4.43571,1.009791,2.196631,0.650887,1.04366,0.267318,1.243302,0.659275,0.938321,0.231308,0.12138,12.926732,12.869616,13.998984
"Cnih4",5.390196,6.006018,4.694661,3.822152,10.496769,14.599635,12.403259,13.055431,15.171161,11.173709,8.120991,9.828617,11.022532,12.284999,6.876339,6.309049,6.55582
"Cnksr1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.129168
"Cnksr2",0.1,0.103519,4.098287,4.386209,1.34374,1.076556,0.368254,0.191661,0.1,0.459247,0.220353,0.161383,0.1,0.1,4.754595,5.560232,5.089936
"Cnksr3",6.20578,8.034603,1.12155,1.450996,5.19365,5.969583,51.224958,45.766033,17.432797,18.735824,2.820907,2.664519,18.813097,17.396482,5.17703,4.890632,4.564445
"Cnn1",0.467653,0.865617,0.111523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.223542,0.136252,0.141174
"Cnn2",0.889355,2.036803,0.542811,0.492636,4.564941,6.11577,0.789653,1.856358,0.395845,0.729771,12.648877,15.050715,89.409264,95.880821,8.930167,9.58126,10.077468
"Cnn3",107.982911,158.197272,29.381024,39.01721,71.066774,94.772654,25.336907,28.878699,17.787706,18.12611,1.153711,1.364343,127.272276,130.141008,69.506505,58.808685,67.306427
"Cnnm1",0.1,0.1,3.567468,5.906627,2.249198,2.346004,0.867375,0.835331,0.1,0.75735,0.412696,0.515672,0.1,0.1,2.604461,2.573359,2.740252
"Cnnm2",6.291481,4.263736,4.726947,4.358232,5.237656,7.022688,2.915646,3.205506,1.48925,1.804564,6.77127,6.417432,1.815237,1.767505,3.342425,3.65819,3.780067
"Cnnm3",11.03636,10.070492,10.96599,10.794422,7.29549,7.34373,4.177299,4.908997,2.46251,2.687756,3.172971,3.222281,2.033842,1.8934,4.954779,5.231995,6.0706
"Cnnm4",1.923088,2.529943,3.495352,3.434009,2.088951,2.290019,1.696019,2.027076,0.708348,0.968465,3.117157,3.72753,1.727455,1.597209,2.450403,1.985511,2.310194
"Cno",5.153859,5.884496,9.222863,7.766129,5.616167,8.599174,4.976056,6.260263,3.942235,5.983596,9.484251,10.775925,6.746408,7.018694,5.870666,5.238519,5.30201
"Cnot1",11.637713,11.905119,5.573621,15.120175,13.689939,10.807037,10.532535,8.727732,1.790351,2.817022,7.367908,4.637188,15.298282,14.004579,12.738587,10.551219,12.81629
"Cnot10",16.948107,15.764825,9.35541,15.577418,18.223625,16.863484,17.479213,19.74274,6.857953,8.375628,8.16217,7.430096,15.748429,15.472033,12.765029,12.02813,13.986095
"Cnot2",18.263901,19.423836,12.112884,15.729555,23.696888,14.574789,12.582644,7.565999,1.937533,2.882392,12.666932,7.667655,17.988505,17.594421,15.962766,14.244432,16.966455
"Cnot3",6.861441,6.825762,6.928139,6.420105,8.186709,7.901823,6.417441,5.040689,2.530543,1.829523,4.215347,4.49128,5.082892,4.873926,6.543704,5.625599,6.925634
"Cnot4",11.373534,9.938757,5.396406,9.133478,8.589041,5.006161,5.402419,3.399988,1.493525,1.595084,3.393491,2.007584,6.436532,5.839186,7.068319,6.027704,6.957102
"Cnot6",18.799725,23.137959,16.514763,19.100787,28.791947,15.609635,18.275931,9.793266,2.581844,2.943323,2.758881,1.093796,28.921336,30.477735,20.473803,18.332321,19.356188
"Cnot6l",4.821445,6.475409,10.883414,11.019372,9.858696,5.539567,4.443365,2.06192,0.8628,1.033702,4.012317,2.28397,29.437481,28.326628,7.129535,6.756116,7.239151
"Cnot7",18.984148,24.216557,39.380157,33.158342,27.275774,12.266072,16.315397,9.118666,2.501496,4.118945,4.360997,2.479153,17.546756,17.709341,23.409048,20.559768,22.839095
"Cnot8",12.21868,11.536335,13.509343,16.094925,18.109109,18.517024,10.880493,12.621842,8.021162,7.431608,30.167686,32.419355,32.631637,33.946439,13.059865,12.890459,13.948482
"Cnp",49.65016,50.498504,7.069711,11.886922,89.808561,143.33657,2835.351767,3402.416623,5077.238319,4349.793309,33.647582,47.016717,6.774728,7.945656,92.299794,112.814398,95.440482
"Cnpy1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnpy2",13.002384,13.653774,12.937406,13.455506,26.234411,38.609213,21.995909,27.671097,14.122169,13.129827,23.726828,26.102196,31.359015,37.199961,19.41907,18.904713,21.588929
"Cnpy3",21.140539,18.42417,14.430262,13.702681,29.646739,40.656438,25.819507,36.186432,19.805014,19.774163,84.242769,127.989119,15.859367,17.698068,18.563834,17.783338,20.575657
"Cnpy4",4.802277,4.795271,3.566307,4.713087,11.532037,10.128415,7.059889,6.732514,5.642422,4.715871,2.538485,1.777221,9.822729,9.152682,6.054405,5.913612,6.284016
"Cnr1",11.707457,8.506969,53.940042,48.192664,3.268455,1.493373,0.370577,0.155253,0.1,0.493867,0.125482,0.1,0.162077,0.161265,17.35547,16.884091,22.758048
"Cnr2",0.1,0.1,0.1,0.1,0.207039,0.1,0.1,0.1,0.1,0.1,2.519237,2.598738,3.636174,4.127199,0.138542,0.174665,0.171165
"Cnrip1",8.101997,8.26389,54.044718,46.184247,18.025058,21.460951,6.623326,6.580067,2.35064,4.367305,5.70305,5.935051,2.329952,2.431631,37.345522,36.973356,35.471975
"Cnst",4.466855,4.722493,9.226617,14.251885,5.908766,4.966642,3.616561,3.435704,1.983272,2.682305,2.081158,1.971885,5.9111,5.632555,5.158705,4.847256,5.533552
"Cntd1",1.098109,1.194171,0.325788,0.443447,0.567274,0.355357,0.300784,0.441686,0.1,0.29541,0.1,0.1,0.242681,0.24291,0.918503,0.762321,0.673946
"Cntf",1.98483,2.209613,0.559361,0.604272,0.866603,0.662792,1.270735,1.236203,0.767397,1.060923,0.208621,0.185035,1.575783,1.923589,1.144608,0.572124,0.92553
"Cntfr",64.477761,45.717506,24.67895,23.771191,30.906593,30.130979,11.946649,11.152148,13.518117,18.498944,2.010272,2.549981,0.274121,0.173559,20.538124,20.668,20.380959
"Cntln",4.218341,4.733031,0.783009,2.879568,6.935838,4.185244,2.37015,1.097834,0.336038,0.567459,0.317436,0.313797,5.059787,5.191443,3.798592,3.409829,4.024437
"Cntn1",1.351255,1.720182,35.013768,41.336373,337.102715,225.697096,166.791126,95.677487,17.219584,23.262929,0.404763,0.33018,0.450732,0.399554,79.983534,73.007361,84.345314
"Cntn2",0.1,0.1,25.794167,27.369373,0.875765,1.313255,18.827653,9.481487,66.30759,52.953203,0.104627,0.165487,0.1,0.1,6.198493,5.010376,7.107225
"Cntn3",0.1,0.108753,1.305724,1.873877,0.356692,0.357603,0.1,0.135383,0.1,0.1,0.1,0.1,0.1,0.1,2.825641,2.876319,3.367649
"Cntn4",0.1,0.1,1.198035,2.018152,12.39545,8.56263,2.926583,1.633782,0.1,0.353414,0.1,0.1,0.1,0.1,2.93731,2.906649,3.134792
"Cntn5",0.17564,0.230132,1.686514,2.83764,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.761963,1.539056,2.120421
"Cntn6",1.012517,1.037856,1.582733,3.25368,15.401396,11.677694,5.576778,4.130142,0.1,0.1,0.1,0.174397,0.1,0.1,8.152535,7.016494,7.791011
"Cntnap1",0.526997,0.335794,3.052754,2.082427,2.175671,3.31594,0.629047,0.786725,0.565821,2.169002,1.02112,1.535256,0.341693,0.429782,2.85137,2.969017,2.745525
"Cntnap2",9.653188,13.032934,27.481491,48.423534,0.487768,0.64701,0.100209,0.1,0.1,0.506803,0.1,0.106979,1.849234,2.353196,11.657524,9.909421,11.065785
"Cntnap3",0.1,0.1,1.46661,0.955456,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.400088,1.108201,1.701656
"Cntnap4",0.1,0.158527,5.248634,6.095986,0.946641,1.05869,0.131901,0.18548,0.1,0.20078,0.1,0.1,0.1,0.1,3.001566,2.591169,3.482385
"Cntnap5a",0.1,0.1,1.300054,1.870142,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.280652,1.723535,1.816471
"Cntnap5b",0.554628,0.800101,1.179123,1.803476,4.640884,2.594712,0.70736,0.30545,0.1,0.1,0.1,0.1,0.1,0.1,2.374529,2.438179,2.413017
"Cntnap5c",0.1,0.1,1.434403,1.045251,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.278799,0.22605,0.289408
"Cntrob",3.971998,4.80419,4.91951,4.984982,3.784303,3.504188,1.771907,1.434758,0.482829,0.668718,2.113758,1.784714,2.192478,1.807393,4.122222,3.24193,4.499279
"Coasy",7.76657,7.514029,8.286459,6.818037,7.657334,10.806288,13.887327,17.777322,19.781401,20.807483,8.903835,14.788249,6.06728,6.906687,8.176104,8.799781,8.596853
"Cobl",0.1,0.1,1.857847,2.244799,13.25167,13.638142,3.124162,3.461641,0.22579,0.546675,0.15047,0.193483,0.1,0.1,3.762342,3.677547,3.194554
"Cobll1",0.991941,1.276065,2.874881,6.938638,7.34576,4.292632,6.734111,4.592213,0.846752,1.1375,0.234974,0.102481,25.584804,22.435054,6.734226,6.612462,6.137842
"Cobra1",12.83569,13.585291,16.546748,16.821037,14.209468,18.44806,10.921814,13.324035,8.16693,8.349298,12.636859,18.576037,16.505596,17.468066,12.876373,13.476926,13.727982
"Coch",0.180806,0.116438,1.987706,2.332192,0.56574,0.430169,0.1,0.1,0.182346,0.481424,0.329455,0.200758,0.268907,0.20251,6.23704,5.414131,6.12376
"Cog1",7.526272,6.337386,7.20658,7.644203,6.374786,8.812253,4.019107,4.746897,4.499527,4.539918,8.584001,10.424391,7.347978,7.195478,7.380809,7.931871,8.657399
"Cog2",10.730987,8.215835,5.227265,8.220227,5.72656,7.96976,3.605305,5.853068,2.417684,3.300494,6.251712,7.316282,5.731326,6.43804,5.205155,4.578917,5.995024
"Cog3",11.41149,11.749872,5.238534,6.990983,11.011477,9.322761,9.347432,8.437188,3.478264,4.903685,4.094104,3.033218,9.774716,9.607817,7.272955,6.486554,7.718328
"Cog4",8.315294,7.20338,5.456834,9.405603,8.600987,13.232372,16.456061,15.429127,18.404036,17.617769,8.815458,8.545238,11.267493,12.206264,8.20182,8.745812,10.248188
"Cog5",4.596321,4.422232,2.029018,3.895084,4.87002,3.883117,5.694089,4.183967,2.659701,2.6978,2.789206,1.982334,7.213649,7.54361,4.668945,4.249724,4.86104
"Cog6",12.959842,11.065102,6.421887,7.244687,12.681523,12.801737,9.428288,10.034321,5.9253,7.103314,4.654748,5.116155,8.712471,8.537767,10.036883,9.519688,10.224409
"Cog7",5.537524,5.704114,5.860342,9.956762,8.296069,7.574854,5.876385,5.165177,2.989516,4.452588,4.261855,3.657087,4.146828,3.94962,7.356532,7.152627,7.194052
"Cog8",6.881788,6.232177,5.416444,5.702744,5.329968,5.886819,4.618106,4.381985,5.14166,4.906166,8.238339,13.205971,8.754723,10.267763,5.066578,5.437764,5.754291
"Coil",2.961073,2.849635,5.845884,5.05542,5.853262,9.03386,2.333385,5.10272,0.451657,0.859988,1.294512,1.237955,2.25036,1.953703,4.185025,3.565524,4.576973
"Col10a1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Col11a1",1.873114,3.280776,9.955576,14.912009,11.396788,7.203166,2.821337,1.597253,0.1,0.1,0.1,0.1,0.1,0.1,4.543821,3.501008,4.639352
"Col11a2",2.982944,2.429652,3.531468,3.123288,29.522089,30.487746,51.227159,57.252873,17.2434,21.408191,0.957427,0.685994,0.22457,0.248988,5.105111,5.362481,5.072148
"Col12a1",0.11221,0.388435,0.265401,0.279616,0.789439,0.790072,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.759178,0.645432,0.749922
"Col13a1",0.1,0.1,0.181712,0.1,1.224621,2.2248,0.1,0.1,0.1,0.1,0.1,0.1,0.196766,0.222325,0.68133,0.496559,0.535095
